t,a,b,c
2024-11-14T07:00:00.000000,(6.805820616117217-0.9481836214231905j),(-2.903035531912792-4.255122150923171j),(-3.9027850842037424+5.203305772346084j)
2024-11-14T07:00:20.000000,(6.799593067987644-0.9548477697621429j),(-2.9291005420029705-4.244877680131367j),(-3.8704925259849006+5.199725449893322j)
2024-11-14T07:00:30.000000,(6.8007399165867355-0.9775537317077685j),(-2.930953321912284-4.226719057551691j),(-3.869786594674679+5.204272789259676j)
2024-11-14T07:00:50.000000,(6.769960471770901-0.9815440198377807j),(-2.9149621330432183-4.2233426672514724j),(-3.8549983387270004+5.204886687089584j)
2024-11-14T07:01:00.000000,(6.811847958447743-1.0231994876369939j),(-2.9367264901673025-4.177624735814106j),(-3.8751214682804402+5.200824223451036j)
2024-11-14T07:01:10.000000,(6.78241006098051-0.9712246087100489j),(-2.9338504155505234-4.200841043163109j),(-3.848559645429532+5.172065651873481j)
2024-11-14T07:01:20.000000,(6.783670057190193-0.9510073958854299j),(-2.910278170159927-4.242362942594809j),(-3.8733918870304933+5.193370338480463j)
2024-11-14T07:01:40.000000,(6.76321183381333-0.9838357318219408j),(-2.9171083906467175-4.211806195607323j),(-3.846103443167067+5.195641927429051j)
2024-11-14T07:01:50.000000,(6.789326121313934-0.9947333633005861j),(-2.917509549641636-4.1929482861407905j),(-3.8718165716725252+5.187681649441174j)
2024-11-14T07:02:10.000000,(6.7795902540383395-0.9958875994578307j),(-2.918154983804925-4.2064458054016995j),(-3.861435270233187+5.202333404859701j)
2024-11-14T07:02:20.000000,(6.75340859932885-0.951134123999962j),(-2.8684999360668826-4.2193653621047815j),(-3.88490866326174+5.170499486104518j)
2024-11-14T07:02:30.000000,(6.709635934141261-0.9475033099935075j),(-2.9021141101304693-4.239511491805388j),(-3.807521824011019+5.187014801798796j)
2024-11-14T07:02:50.000000,(6.77365518788929-0.9676463349785536j),(-2.9095423519243013-4.228987139431865j),(-3.864112835965443+5.196633474410419j)
2024-11-14T07:03:00.000000,(6.746744865919027-0.9772593996292329j),(-2.8844154959933803-4.255805809618096j),(-3.862329369926556+5.23306520924757j)
2024-11-14T07:03:10.000000,(6.746981472378138-0.9781655151667934j),(-2.894415936390942-4.241937772254687j),(-3.8525655359874236+5.22010328742158j)
2024-11-14T07:03:20.000000,(6.687013406243295-0.9351667255397516j),(-2.8674807393042556-4.228137091809003j),(-3.819532666939267+5.163303817348606j)
2024-11-14T07:03:30.000000,(6.7036867388883365-0.9843604647255759j),(-2.849526043992455-4.224133604413282j),(-3.854160694895654+5.208494069138851j)
2024-11-14T07:03:40.000000,(6.722451862539856-0.9982385510814531j),(-2.864195478686952-4.21065050643233j),(-3.8582563838526767+5.208889057513716j)
2024-11-14T07:03:50.000000,(6.754910694477076-0.9637391554648254j),(-2.87493520437215-4.224800598874481j),(-3.8799754901044707+5.188539754339445j)
2024-11-14T07:04:00.000000,(6.723912948762518-1.0073199333398932j),(-2.880490025125482-4.19211596250716j),(-3.8434229236368083+5.199435895847046j)
2024-11-14T07:04:10.000000,(6.7229356585799-0.9624698305350847j),(-2.884035233258601-4.224459389670983j),(-3.8389004253210715+5.186929220206139j)
2024-11-14T07:04:20.000000,(6.986924485253894-1.186152868569117j),(-3.0098040420334655-4.131514455701108j),(-3.9771204432208833+5.31766732427036j)
2024-11-14T07:04:30.000000,(6.709466425809296-0.9743812016404476j),(-2.865744741393655-4.224644654995927j),(-3.8437216844158684+5.199025856636581j)
2024-11-14T07:04:50.000000,(6.72309455855202-1.0183057912358535j),(-2.8929893870647447-4.193903838780443j),(-3.8301051714872756+5.212209630016332j)
2024-11-14T07:05:00.000000,(6.747120570571042-0.9774596814223138j),(-2.8804893799883757-4.212830422251045j),(-3.8666311905828934+5.190290103673306j)
2024-11-14T08:00:00.000000,(-6.763091148461626+0.9623549733190053j),(2.867350153538837+4.229447087592689j),(3.8957409949223347-5.191802060911641j)
2024-11-14T08:00:10.000000,(-6.756232585661564+0.8840696380229556j),(2.8209418656053913+4.242005085229266j),(3.9352907200557183-5.126074723252259j)
2024-11-14T08:00:20.000000,(-6.757173646853516+0.9537261830731047j),(2.875855710129372+4.232745514745147j),(3.8813179367241446-5.186471697818206j)
2024-11-14T08:00:30.000000,(-6.731284609905288+0.8769846352589394j),(2.8308455476192194+4.26635078969025j),(3.9004390622860683-5.1433354249491j)
2024-11-14T08:00:50.000000,(-6.703126787328529+0.964228110458734j),(2.867080380355901+4.193755451249217j),(3.836046406973537-5.1579835617078515j)
2024-11-14T08:01:00.000000,(-6.721184673701828+0.9982208695383434j),(2.8794374515803156+4.199395693879069j),(3.841747222121512-5.197616563417341j)
2024-11-14T08:01:20.000000,(-6.688053431091703+0.9828453445519045j),(2.8948866499913493+4.210668463212414j),(3.7931667810996714-5.193513807764248j)
2024-11-14T08:01:30.000000,(-6.720942041784838+0.9961177394551228j),(2.881992321014195+4.194189159154121j),(3.8389497207704153-5.190306898609151j)
